"Alternative Education Administrator","El Monte City School District"
"Assistant Director, Child Development Programs","El Monte City School District"
"Assistant Director, Nutrition Services","El Monte City School District"
"Assistant Principal","El Monte City School District"
"Assistant Superintendent, Instruction","El Monte City School District"
"Assistant Superintendent of Student Support Services","El Monte City School District"
"Budget Analyst","El Monte City School District"
"Chairperson, Health Services","El Monte City School District"
"Child Welfare Specialist","El Monte City School District"
"Clinic Assistant","El Monte City School District"
"Communication Specialist","El Monte City School District"
"Coordinator English Learner Programs","El Monte City School District"
"Coordinator, New Directions Program","El Monte City School District"
Counselor,"El Monte City School District"
"Data Resource Specialist I","El Monte City School District"
"Data Resource Specialist II","El Monte City School District"
"Dean of Student Support","El Monte City School District"
"Deputy Superintendent","El Monte City School District"
"Director, Child Development Programs","El Monte City School District"
"Director, Finance","El Monte City School District"
"Director, Human Resources","El Monte City School District"
"Director, Nutrition Services","El Monte City School District"
"Director, Special Education","El Monte City School District"
"Director, Student Support Services","El Monte City School District"
"Director of Instruction","El Monte City School District"
"Executive Secretary  ","El Monte City School District"
"Health Services Assistant I - School Sites","El Monte City School District"
"Health Services Assistant II","El Monte City School District"
"Health Services Clerk - Child Development","El Monte City School District"
"Health Services Clerk I","El Monte City School District"
"Health Services Specialist","El Monte City School District"
"Inclusion Specialist","El Monte City School District"
"Inclusion Specialist for Preschool","El Monte City School District"
"Information Technology Specialist I","El Monte City School District"
"Information Technology Specialist II","El Monte City School District"
"Information Technology Specialist III","El Monte City School District"
"Instructional Support Specialist III","El Monte City School District"
"Learning Handicapped Classroom Teacher","El Monte City School District"
"Manager, Child Welfare","El Monte City School District"
"Mental Health Facilitator","El Monte City School District"
"Networks/IS Administrator","El Monte City School District"
"Office Coordinator","El Monte City School District"
"Outreach Assistant","El Monte City School District"
"Outreach Consultant I","El Monte City School District"
"Outreach Consultant II","El Monte City School District"
"Outreach Consultant III","El Monte City School District"
"Pediatric Nurse Practitioner","El Monte City School District"
Principal,"El Monte City School District"
"Program Specialist","El Monte City School District"
"Purchasing Technician II","El Monte City School District"
Receptionist,"El Monte City School District"
"Resource Specialist - Special Education","El Monte City School District"
"School Administrative Secretary","El Monte City School District"
"School Nurse","El Monte City School District"
"School Psychologist","El Monte City School District"
"School Psychologist - Intern","El Monte City School District"
"Secretary to the Superintendent","El Monte City School District"
"Senior Accounting Technician","El Monte City School District"
"Senior Applications Analyst","El Monte City School District"
"Speech & Language Pathologist","El Monte City School District"
"Superintendent  ","El Monte City School District"
"Teacher, Inclusion Specialist","El Monte City School District"
"Teacher and Parent Educator","El Monte City School District"
"Child Care Assistant","El Rancho Unified School District"
"Child Care Attendant","El Rancho Unified School District"
"Classroom Teacher - Learning Handicapped","El Rancho Unified School District"
"Classroom Teacher - Orthopedically Handicapped","El Rancho Unified School District"
"Classroom Teacher - Resource Specialist Program","El Rancho Unified School District"
"Classroom Teacher - Severe Language Disorder","El Rancho Unified School District"
"Clerk Typist I","El Rancho Unified School District"
"Clerk Typist II/Clerk Typist II Bilingual","El Rancho Unified School District"
"Clerk Typist III","El Rancho Unified School District"
"Coordinator, Child Welfare and Attendance","El Rancho Unified School District"
"Coordinator of Special Education/Medi-Cal Funding","El Rancho Unified School District"
"Director of Welfare, Attendance and Alternative Education","El Rancho Unified School District"
"Elementary Principal","El Rancho Unified School District"
"Health Services Assistant","El Rancho Unified School District"
"Instructional Aide/Severely Handicapped","El Rancho Unified School District"
"Instructional Aide/Special Education","El Rancho Unified School District"
"Instructional Aide - Dis Speech-Language/SDC - Severe Disorders of Language","El Rancho Unified School District"
"Junior High School Principal","El Rancho Unified School District"
"Middle School Assistant Principal","El Rancho Unified School District"
Psychologist,"El Rancho Unified School District"
"Psychologist Intern","El Rancho Unified School District"
"School Nurse","El Rancho Unified School District"
"School Secretary","El Rancho Unified School District"
"Secondary Counselor","El Rancho Unified School District"
"Senior High School Dean","El Rancho Unified School District"
"Senior High School Principal","El Rancho Unified School District"
"Special Day Class/Learning Handicapped Aide","El Rancho Unified School District"
"Special Education Family Liaison","El Rancho Unified School District"
"Special Education Program Specialist","El Rancho Unified School District"
"Speech/Language and Hearing Specialist","El Rancho Unified School District"
"Speech/Language and Hearing Therapist","El Rancho Unified School District"
"Speech-Language Pathology Assistant","El Rancho Unified School District"
"Child Care Assistant","Escondido Union High School District"
"Child Care Attendant","Escondido Union High School District"
"Director of Special Education ","Escondido Union High School District"
"Guidance Counselor","Escondido Union High School District"
"High School Assistant Principal","Escondido Union High School District"
"Learning Center Teacher/Coordinator","Escondido Union High School District"
"Program Specialist","Escondido Union High School District"
"Program Specialist II","Escondido Union High School District"
"School Nurse","Escondido Union High School District"
"School Psychologist ","Escondido Union High School District"
"Special Education Teacher","Escondido Union High School District"
"Student Health Care Specialist","Escondido Union High School District"
"Assistant Director, Curriculum and Instruction","Fenton Avenue Charter School"
"Assistant Director of School-Community Relations","Fenton Avenue Charter School"
"Classroom Teacher","Fenton Avenue Charter School"
"Director of the Charter School","Fenton Avenue Charter School"
"Elementary School Counselor","Fenton Avenue Charter School"
"Family Center Director","Fenton Avenue Charter School"
"Nurse's Assistant","Fenton Avenue Charter School"
"Opportunity Room Assistant","Fenton Avenue Charter School"
"Resource Specialist Teacher","Fenton Avenue Charter School"
"School Nurse","Fenton Avenue Charter School"
"School Psychologist","Fenton Avenue Charter School"
"Speech-Language Pathologist","Fenton Avenue Charter School"
"Account Clerk","Firebaugh Las Deltas Unified School District"
"ASB Secretary","Firebaugh Las Deltas Unified School District"
"Assistant Principal","Firebaugh Las Deltas Unified School District"
"Assistant Superintendent","Firebaugh Las Deltas Unified School District"
"Attendance/Security Officer","Firebaugh Las Deltas Unified School District"
"Cafeteria Clerk","Firebaugh Las Deltas Unified School District"
"Certified Health Aide","Firebaugh Las Deltas Unified School District"
Counselor,"Firebaugh Las Deltas Unified School District"
"Director - Health Services","Firebaugh Las Deltas Unified School District"
"Director of Student Services","Firebaugh Las Deltas Unified School District"
"District Translator/Interpreter","Firebaugh Las Deltas Unified School District"
"Home School Liaison","Firebaugh Las Deltas Unified School District"
"Home School Liaison and District Clerk","Firebaugh Las Deltas Unified School District"
"Learning Director","Firebaugh Las Deltas Unified School District"
"Licensed Vocational Nurse","Firebaugh Las Deltas Unified School District"
"Preschool Clerk","Firebaugh Las Deltas Unified School District"
Principal,"Firebaugh Las Deltas Unified School District"
"Principal I/Superintendent","Firebaugh Las Deltas Unified School District"
Psychologist,"Firebaugh Las Deltas Unified School District"
"School Secretary","Firebaugh Las Deltas Unified School District"
"School Site Clerk","Firebaugh Las Deltas Unified School District"
"Special Education Clerk","Firebaugh Las Deltas Unified School District"
"Superintendent  (Chief Administrative Officer)","Firebaugh Las Deltas Unified School District"
"Therapist, Speech and Language","Firebaugh Las Deltas Unified School District"
"Title I Clerk","Firebaugh Las Deltas Unified School District"
"Vice Principal I","Firebaugh Las Deltas Unified School District"
"Vice Principal II/Learning Director","Firebaugh Las Deltas Unified School District"
"Vice Principal III/Assistant Principal","Firebaugh Las Deltas Unified School District"
"Vice Principal III","Firebaugh Las Deltas Unified School District"
"Account Clerk II","Folsom Cordova Unified School District"
"Account Clerk III","Folsom Cordova Unified School District"
"Administrative Assistant","Folsom Cordova Unified School District"
"Administrative Assistant I/II","Folsom Cordova Unified School District"
"Behavior Specialist","Folsom Cordova Unified School District"
"Bilingual Instructional Assistant","Folsom Cordova Unified School District"
"Bilingual/ESL Instructional Assistant","Folsom Cordova Unified School District"
"Bus Dispatcher/Trainer","Folsom Cordova Unified School District"
"Categorical Program Assistant","Folsom Cordova Unified School District"
"Classroom Teacher - K-12","Folsom Cordova Unified School District"
"Clerk Typist I","Folsom Cordova Unified School District"
"Clerk Typist II","Folsom Cordova Unified School District"
"Clerk Typist III","Folsom Cordova Unified School District"
"Community Based Facilitator","Folsom Cordova Unified School District"
"Computer Instructional Assistant","Folsom Cordova Unified School District"
"Coord., Psychological Services/Special Education Placement/Speech Pathologists","Folsom Cordova Unified School District"
"Coordinator, Family Support Services","Folsom Cordova Unified School District"
Counselor,"Folsom Cordova Unified School District"
"Director, Family Support Services","Folsom Cordova Unified School District"
"Director of Accounting and Budgets","Folsom Cordova Unified School District"
"Director of Fiscal Services","Folsom Cordova Unified School District"
"Director of Research, Evaluation, and Special Programs","Folsom Cordova Unified School District"
"Director of Special Education","Folsom Cordova Unified School District"
"Director of Transportation","Folsom Cordova Unified School District"
"Director of State & Federal Programs","Folsom Cordova Unified School District"
"District Department Chairperson","Folsom Cordova Unified School District"
"Family Center Assistant","Folsom Cordova Unified School District"
"Family Center Receptionist","Folsom Cordova Unified School District"
"Healthy Start Family Center Coordinator","Folsom Cordova Unified School District"
"Healthy Start Site Coordinator  ","Folsom Cordova Unified School District"
"Lead School Health Assistant","Folsom Cordova Unified School District"
"Occupational Therapist","Folsom Cordova Unified School District"
Principal,"Folsom Cordova Unified School District"
"Program Manager - Bilingual and Special Programs","Folsom Cordova Unified School District"
"Program Specialist, Learning and Severely Handicapped","Folsom Cordova Unified School District"
Psychologist,"Folsom Cordova Unified School District"
"Research Assistant II","Folsom Cordova Unified School District"
"School Based Case Manager","Folsom Cordova Unified School District"
"School Health Assistant","Folsom Cordova Unified School District"
"School Health Clerk","Folsom Cordova Unified School District"
"School Nurse","Folsom Cordova Unified School District"
"SELPA Director","Folsom Cordova Unified School District"
"Special Education Nurse","Folsom Cordova Unified School District"
"Special Project Coordinator","Folsom Cordova Unified School District"
"Speech Pathologist ","Folsom Cordova Unified School District"
"STARS After School Program Team Advisor","Folsom Cordova Unified School District"
"STARS After School Program Team Leader","Folsom Cordova Unified School District"
"Transition/Resource Assistant","Folsom Cordova Unified School District"
"Account Clerk II","Folsom Cordova Unified School District - Healthy Start"
"Account Clerk III","Folsom Cordova Unified School District - Healthy Start"
"Administrative Assistant","Folsom Cordova Unified School District - Healthy Start"
"Administrative Assistant I/II","Folsom Cordova Unified School District - Healthy Start"
"Behavior Specialist","Folsom Cordova Unified School District - Healthy Start"
"Bilingual Instructional Assistant","Folsom Cordova Unified School District - Healthy Start"
"Bilingual/ESL Instructional Assistant","Folsom Cordova Unified School District - Healthy Start"
"Bus Dispatcher/Trainer","Folsom Cordova Unified School District - Healthy Start"
"Categorical Program Assistant","Folsom Cordova Unified School District - Healthy Start"
"Classroom Teacher - K-12","Folsom Cordova Unified School District - Healthy Start"
"Clerk Typist I","Folsom Cordova Unified School District - Healthy Start"
"Clerk Typist III","Folsom Cordova Unified School District - Healthy Start"
"Community Based Facilitator","Folsom Cordova Unified School District - Healthy Start"
"Coord., Psychological Services/Special Education Placement/Speech Pathologists","Folsom Cordova Unified School District - Healthy Start"
"Coordinator, Family Support Services","Folsom Cordova Unified School District - Healthy Start"
Counselor,"Folsom Cordova Unified School District - Healthy Start"
"Director, Family Support Services","Folsom Cordova Unified School District - Healthy Start"
"Director of Accounting and Budgets","Folsom Cordova Unified School District - Healthy Start"
"Director of Fiscal Services","Folsom Cordova Unified School District - Healthy Start"
"Director of Research, Evaluation, and Special Programs","Folsom Cordova Unified School District - Healthy Start"
"Director of Special Education","Folsom Cordova Unified School District - Healthy Start"
"Director of Transportation","Folsom Cordova Unified School District - Healthy Start"
"Director of State & Federal Programs","Folsom Cordova Unified School District - Healthy Start"
"District Department Chairperson","Folsom Cordova Unified School District - Healthy Start"
"Family Center Assistant","Folsom Cordova Unified School District - Healthy Start"
"Family Center Receptionist","Folsom Cordova Unified School District - Healthy Start"
"Healthy Start Family Center Coordinator","Folsom Cordova Unified School District - Healthy Start"
"Healthy Start Site Coordinator  ","Folsom Cordova Unified School District - Healthy Start"
"Lead School Health Assistant","Folsom Cordova Unified School District - Healthy Start"
"Occupational Therapist","Folsom Cordova Unified School District - Healthy Start"
Principal,"Folsom Cordova Unified School District - Healthy Start"
"Program Manager - Bilingual and Special Programs","Folsom Cordova Unified School District - Healthy Start"
"Program Specialist, Learning and Severely Handicapped","Folsom Cordova Unified School District - Healthy Start"
Psychologist,"Folsom Cordova Unified School District - Healthy Start"
"Research Assistant II","Folsom Cordova Unified School District - Healthy Start"
"School Based Case Manager","Folsom Cordova Unified School District - Healthy Start"
"School Health Assistant","Folsom Cordova Unified School District - Healthy Start"
"School Health Clerk","Folsom Cordova Unified School District - Healthy Start"
"School Nurse","Folsom Cordova Unified School District - Healthy Start"
"SELPA Director","Folsom Cordova Unified School District - Healthy Start"
"Special Education Nurse","Folsom Cordova Unified School District - Healthy Start"
"Special Project Coordinator","Folsom Cordova Unified School District - Healthy Start"
"Speech Pathologist ","Folsom Cordova Unified School District - Healthy Start"
"STARS After School Program Team Advisor","Folsom Cordova Unified School District - Healthy Start"
"STARS After School Program Team Leader","Folsom Cordova Unified School District - Healthy Start"
"Transition/Resource Assistant","Folsom Cordova Unified School District - Healthy Start"
"Assistant Principal","Fullerton Elementary School District"
"Budget Clerk","Fullerton Elementary School District"
"Child Care Cooperative Teacher","Fullerton Elementary School District"
"Clerical Assistant I","Fullerton Elementary School District"
"Clerical Assistant II","Fullerton Elementary School District"
"Clerical Assistant II/Bilingual-Biliterate","Fullerton Elementary School District"
"Community Liaison Aide/Bilingual","Fullerton Elementary School District"
"Community Liaison Aide (Restricted)","Fullerton Elementary School District"
"Coordinator - Preschool and School Readiness Program","Fullerton Elementary School District"
"Coordinator - Student Support Services","Fullerton Elementary School District"
Director,"Fullerton Elementary School District"
"Director of Child Care Services","Fullerton Elementary School District"
"Director of Special Education","Fullerton Elementary School District"
"Director II, Student Support Services","Fullerton Elementary School District"
"Elementary Teacher - Primary","Fullerton Elementary School District"
"Elementary Teacher - Upper Grades","Fullerton Elementary School District"
"Instructional Assistant/Bilingual - Biliterate","Fullerton Elementary School District"
"Instructional Assistan/Special Education","Fullerton Elementary School District"
"Kindergarten Teacher","Fullerton Elementary School District"
"Lead Teacher - Head Start/State Preschool Program","Fullerton Elementary School District"
"MAA Secretary","Fullerton Elementary School District"
"Nurse Secretary ","Fullerton Elementary School District"
"Preschool Psychologist","Fullerton Elementary School District"
"Program Coordinator","Fullerton Elementary School District"
"Program Coordinator, Student Support Services","Fullerton Elementary School District"
"Program Coordinator III, Special Programs & Svcs.","Fullerton Elementary School District"
"School Psychologist","Fullerton Elementary School District"
"School Nurse","Fullerton Elementary School District"
"School Office Manager","Fullerton Elementary School District"
"School Principal","Fullerton Elementary School District"
"School Psychologist","Fullerton Elementary School District"
"School Readiness Nurse","Fullerton Elementary School District"
Secretary,"Fullerton Elementary School District"
"Senior Secretary","Fullerton Elementary School District"
"Social Service Assistant","Fullerton Elementary School District"
"Special Education Teacher","Fullerton Elementary School District"
"Speech and Language Specialist","Fullerton Elementary School District"
"Teacher on Special Assignment","Fullerton Elementary School District"
"Translator/Bilingual Technician","Fullerton Elementary School District"
"Assistant Director - Special Education","Garden Grove Unified School District"
"Assistant Director - Student Services","Garden Grove Unified School District"
"Assistant Principal - High School","Garden Grove Unified School District"
"Assistant Principal - Intermediate","Garden Grove Unified School District"
Audiologist,"Garden Grove Unified School District"
"Bilingual Specialist","Garden Grove Unified School District"
"Central Office Clerk I","Garden Grove Unified School District"
"Community Outreach Specialist I","Garden Grove Unified School District"
"Community Outreach Specialist II","Garden Grove Unified School District"
"Coordinator, Special Education","Garden Grove Unified School District"
"Health Assistant","Garden Grove Unified School District"
"Nurse, K-12 Schools","Garden Grove Unified School District"
"Principal K-12 Schools","Garden Grove Unified School District"
"Program Specialist - Special Ed./ Supervisor","Garden Grove Unified School District"
"Program Supervisor (Specialist)","Garden Grove Unified School District"
Psychologist,"Garden Grove Unified School District"
"School Community Liaison Worker","Garden Grove Unified School District"
"Secretary I","Garden Grove Unified School District"
"Secretary II","Garden Grove Unified School District"
"Special Education Center Principal","Garden Grove Unified School District"
"Speech and Language Pathologist","Garden Grove Unified School District"
"Teacher, Adapted Physical Education","Garden Grove Unified School District"
"Assistant Principal","Gilroy Unified School District"
"Counselor - Middle School","Gilroy Unified School District"
"Director of Student Services","Gilroy Unified School District"
"Health Clerk","Gilroy Unified School District"
"Learning Handicapped Special Day Class Teacher","Gilroy Unified School District"
"Principal - Elementary","Gilroy Unified School District"
"Principal - High School","Gilroy Unified School District"
"Principal - Middle School","Gilroy Unified School District"
"Program Specialist","Gilroy Unified School District"
"School Health Nurse","Gilroy Unified School District"
"School Psychologist","Gilroy Unified School District"
"Speech, Language and Hearing Pathologist/Specialist","Gilroy Unified School District"
"Teacher of Emotionally Disturbed - Special Day Class","Gilroy Unified School District"
"Account Clerk III","Glendale Unified School District"
"Assistant Principal, Elementary School","Glendale Unified School District"
"Assistant Principal, Middle School","Glendale Unified School District"
"Assistant Principal, Senior High School","Glendale Unified School District"
"Assistant Superintendent, Special Education","Glendale Unified School District"
"Assistive Technology Specialist","Glendale Unified School District"
"Associate Principal, Senior High School","Glendale Unified School District"
"Case Manager","Glendale Unified School District"
"Coordinator I, Health Services","Glendale Unified School District"
"Coordinator II, Attendance & Welfare","Glendale Unified School District"
"Coordinator II, Safe and Drug Free Schools/TUPE","Glendale Unified School District"
"Coordinator II, Special Education","Glendale Unified School District"
"Coordinator II, Student Support Services","Glendale Unified School District"
"Coordinator III, Special Education","Glendale Unified School District"
"Coordinator III, Student Support Services","Glendale Unified School District"
"Coordinator, Integrated Health Program","Glendale Unified School District"
"Dean of Attendance","Glendale Unified School District"
"Director I, Child Development Programs","Glendale Unified School District"
"Director I, Special Education","Glendale Unified School District"
"Director I, Student Support Services","Glendale Unified School District"
"Director of Early Education & Extended Learning","Glendale Unified School District"
"Elementary School Counselor","Glendale Unified School District"
"Integrated Social Services Supervisor","Glendale Unified School District"
"Lead Case Manager","Glendale Unified School District"
"Occupational Therapist","Glendale Unified School District"
"Principal, Elementary School","Glendale Unified School District"
"Principal, Middle School","Glendale Unified School District"
"Principal, Senior High School","Glendale Unified School District"
"Program Supervisor, Preschool/Early Ed. Language & Literacy","Glendale Unified School District"
Psychologist,"Glendale Unified School District"
"School Nurse","Glendale Unified School District"
"School Nurse - Special Education","Glendale Unified School District"
"Secondary School Counselor","Glendale Unified School District"
"Senior Administrative Secretary","Glendale Unified School District"
"Speech-Language and Hearing Specialist (Elementary)","Glendale Unified School District"
"Speech-Language and Hearing Specialist - Secondary","Glendale Unified School District"
"Teacher Specialist, Elementary School","Glendale Unified School District"
"Teacher Specialist, Elementary/Secondary","Glendale Unified School District"
"Teacher Specialist, Special Education Program","Glendale Unified School District"
"Typist Clerk II","Glendale Unified School District"
"Typist Clerk III","Glendale Unified School District"
"Adaptive PE Specialist","Greater Anaheim SELPA"
"Business Services Manager","Greater Anaheim SELPA"
"Certified Occupational Therapy Assistant","Greater Anaheim SELPA"
"Occupational Therapist","Greater Anaheim SELPA"
"Physical Therapist","Greater Anaheim SELPA"
"Program Specialist","Greater Anaheim SELPA"
"Regional Administrator ","Greater Anaheim SELPA"
"SELPA Regional Nurse","Greater Anaheim SELPA"
"Accounting Technician","Grossmont Union High School District"
"Administrative Clerk","Grossmont Union High School District"
"Administrative Secretary","Grossmont Union High School District"
"Attendance Technician","Grossmont Union High School District"
"Bus Dispatcher","Grossmont Union High School District"
"Campus Supervisor","Grossmont Union High School District"
"Career Services Specialist","Grossmont Union High School District"
"Case Manager (contracted)","Grossmont Union High School District"
"Child Development Aide","Grossmont Union High School District"
"Child Development Center Assistant I ","Grossmont Union High School District"
"Community Liaison I","Grossmont Union High School District"
"Community Liaison II","Grossmont Union High School District"
"Coordinator, Child Welfare and Attendance","Grossmont Union High School District"
Counselor,"Grossmont Union High School District"
"Director, Transportation","Grossmont Union High School District"
"Director I, Alternative Education/Principal","Grossmont Union High School District"
"Director II, Categorical Programs/Grants","Grossmont Union High School District"
"Director II, Special Education","Grossmont Union High School District"
"Dropout Prevention Specialist","Grossmont Union High School District"
"Guidance Information Specialist","Grossmont Union High School District"
"Health Impaired Education Specialist","Grossmont Union High School District"
"Lead Campus Supervisor","Grossmont Union High School District"
"Licensed Vocational Nurse","Grossmont Union High School District"
"Office Assistant","Grossmont Union High School District"
Principal,"Grossmont Union High School District"
"Resource Center Coordinator","Grossmont Union High School District"
"School Finance Technician","Grossmont Union High School District"
"School Psychologist","Grossmont Union High School District"
Secretary,"Grossmont Union High School District"
"Senior Secretary","Grossmont Union High School District"
"Site Support Technician","Grossmont Union High School District"
"Speech Therapist","Grossmont Union High School District"
"Supervisor, Transportation","Grossmont Union High School District"
Teacher,"Grossmont Union High School District"
"Teacher, Adult Education","Grossmont Union High School District"
"Vice Principal ","Grossmont Union High School District"
"Advance Path Program Secretary","Hemet Unified School District"
"Assistant Principal","Hemet Unified School District"
"Assistant Superintendent - Student Support Services","Hemet Unified School District"
"Athletic Director","Hemet Unified School District"
"Attendance Clerk","Hemet Unified School District"
"Attendance Clerk III","Hemet Unified School District"
"Certified Occupational Therapy Assistant","Hemet Unified School District"
"Clerk III","Hemet Unified School District"
"Coordinator, Head Start/State Preschool","Hemet Unified School District"
"Coordinator of Psychological Services","Hemet Unified School District"
"Coordinator, Special Education","Hemet Unified School District"
"Coordinator of Work Experience Education","Hemet Unified School District"
"Director - Child Welfare & Attendance","Hemet Unified School District"
"Director - Pupil Services","Hemet Unified School District"
"Director - Special Education","Hemet Unified School District"
"District Community Liaison","Hemet Unified School District"
"District School Nurse","Hemet Unified School District"
"Educational Interpreter Aide","Hemet Unified School District"
"Elementary Assistant Principal","Hemet Unified School District"
"Elementary Teacher (K-5)","Hemet Unified School District"
"English Learner Parent Liaison","Hemet Unified School District"
"Health Instructional Aide","Hemet Unified School District"
"Health Services Technician I","Hemet Unified School District"
"High School Assistant Principal","Hemet Unified School District"
"High School Principal (9-12)","Hemet Unified School District"
"Instructional Aide - Classroom","Hemet Unified School District"
"Instructional Aide - Classroom/Mobile Health Unit Driver","Hemet Unified School District"
"Instructional Aide - Severely Handicapped","Hemet Unified School District"
"Library Media Tech II","Hemet Unified School District"
"Library Media Tech III","Hemet Unified School District"
"Library Media Tech IV","Hemet Unified School District"
"Middle School Assistant Principal","Hemet Unified School District"
"Middle School Teacher (6-8)","Hemet Unified School District"
"Mobile Health Unit Driver","Hemet Unified School District"
"Preschool Site Clerk I/Health Aide","Hemet Unified School District"
"Preschool Site Clerk II/Health Aide","Hemet Unified School District"
"Preschool/Headstart Site Supervisor - Coordinator","Hemet Unified School District"
Principal,"Hemet Unified School District"
"Program Specialist - Special Education","Hemet Unified School District"
"School Counselor","Hemet Unified School District"
"School Occupational Therapist","Hemet Unified School District"
"School Office Manager","Hemet Unified School District"
"School Psychologist","Hemet Unified School District"
"SDC/Resource Teacher","Hemet Unified School District"
"Secondary School Counselor","Hemet Unified School District"
"Secretary I","Hemet Unified School District"
"Secretary II","Hemet Unified School District"
"Secretary III","Hemet Unified School District"
"Secretary IV","Hemet Unified School District"
"Severely Handicapped/Developmentally Disabled","Hemet Unified School District"
"Severely Handicapped/Multiple Handicapped","Hemet Unified School District"
"Severely Handicapped/Training Mentally Handicapped","Hemet Unified School District"
"Site Facilitator","Hemet Unified School District"
"Special Education Consultant","Hemet Unified School District"
"Special Education Teacher","Hemet Unified School District"
"Speech Pathologist ","Hemet Unified School District"
"Speech Therapist","Hemet Unified School District"
"Student Welfare and Attendance Specialist","Hemet Unified School District"
"Substitute Health Services Technician","Hemet Unified School District"
Translator/Interpreter,"Hemet Unified School District"
"Accounting Technician","Huntington Beach Union High School District"
"Administrative Secretary","Huntington Beach Union High School District"
"Assistant Principal","Huntington Beach Union High School District"
"Assistant Superintendent, Business/Operations Services","Huntington Beach Union High School District"
"Assistive Technology and Alternative/Augmentative Communication Specialist","Huntington Beach Union High School District"
"Cal-SAFE Teacher","Huntington Beach Union High School District"
"Certificated Specialist","Huntington Beach Union High School District"
"Community Liaison Specialist - BL","Huntington Beach Union High School District"
"Community Outreach Specialist (Designated Language)","Huntington Beach Union High School District"
"Community Resources Coordinator","Huntington Beach Union High School District"
"Coordinator, Categorical Programs","Huntington Beach Union High School District"
Counselor,"Huntington Beach Union High School District"
"Counselor - Adult School","Huntington Beach Union High School District"
"Director - Child Welfare and Attendance","Huntington Beach Union High School District"
"Director - Pupil Personnel Services","Huntington Beach Union High School District"
"Director, Special Education/Special Programs","Huntington Beach Union High School District"
"Executive Secretary  ","Huntington Beach Union High School District"
Facilitator,"Huntington Beach Union High School District"
"Guidance Psychologist","Huntington Beach Union High School District"
"Guidance Specialist","Huntington Beach Union High School District"
"High School Secretary","Huntington Beach Union High School District"
"Instructional Aide","Huntington Beach Union High School District"
"Instructional Aide - Severely Handicapped","Huntington Beach Union High School District"
"Intermediate Clerk Typist","Huntington Beach Union High School District"
"Occupational Therapist","Huntington Beach Union High School District"
Principal,"Huntington Beach Union High School District"
"Principal, Adult/Alternative Education","Huntington Beach Union High School District"
"Principal, Valley Vista High School","Huntington Beach Union High School District"
"Program Director (WOCCSE)","Huntington Beach Union High School District"
"Program Specialist","Huntington Beach Union High School District"
"Program Specialist (WOCCSE)","Huntington Beach Union High School District"
Psychologist,"Huntington Beach Union High School District"
"Public Safety Officer","Huntington Beach Union High School District"
"Pupil Services Specialist","Huntington Beach Union High School District"
"School Nurse","Huntington Beach Union High School District"
"Security and Transportation Manager","Huntington Beach Union High School District"
"Senior Clerk Typist","Huntington Beach Union High School District"
"Senior Secretary","Huntington Beach Union High School District"
"Special Projects Administrator","Huntington Beach Union High School District"
"Speech-Language Pathologist","Huntington Beach Union High School District"
"Student Support Specialist","Huntington Beach Union High School District"
"Student Support Teacher","Huntington Beach Union High School District"
Superintendent,"Huntington Beach Union High School District"
Teacher,"Huntington Beach Union High School District"
"Vice Principal","Huntington Beach Union High School District"
"Administrative Clerk","Imperial County Office of Education"
"Administrator - Child Development","Imperial County Office of Education"
"Alternative Education Community School - Teacher","Imperial County Office of Education"
"Alternative Education Site Manager","Imperial County Office of Education"
"Assistant Director - Child Development","Imperial County Office of Education"
"Assistant Director I","Imperial County Office of Education"
"Assistant Superintendent, Special Services","Imperial County Office of Education"
"Attendance & Records Clerk - Child Development Services","Imperial County Office of Education"
Audiologist,"Imperial County Office of Education"
"Behavioral Assistant","Imperial County Office of Education"
"Care Coordinator","Imperial County Office of Education"
"Certified Occupational Therapy Assistant","Imperial County Office of Education"
"Child Development Center Administrator","Imperial County Office of Education"
"Child Development Center Manager","Imperial County Office of Education"
"Child Development Office Assistant/Clerk","Imperial County Office of Education"
"Child Development Services Behavioral Asst.","Imperial County Office of Education"
"Child Development Services Director","Imperial County Office of Education"
"Child Development Services Receptionist","Imperial County Office of Education"
"Child Development Services Specialist","Imperial County Office of Education"
"Child Development Services Technician","Imperial County Office of Education"
"Child Development Svcs. Payment Program Technician","Imperial County Office of Education"
"Clerical Assistant","Imperial County Office of Education"
"Community Assistant ","Imperial County Office of Education"
"Community Liaison Aide","Imperial County Office of Education"
"Community Liaison","Imperial County Office of Education"
"Coordinator of Student Services","Imperial County Office of Education"
"Coordinator V - Special Education","Imperial County Office of Education"
"Court School Coordinator","Imperial County Office of Education"
"Director of Internal Business","Imperial County Office of Education"
"Director of Special Education","Imperial County Office of Education"
"Director of Special Services","Imperial County Office of Education"
"Early Childhood Special Education Teacher","Imperial County Office of Education"
"Eligibility Worker I - SAWS","Imperial County Office of Education"
"Even Start Migrant Coordinator","Imperial County Office of Education"
"Family Resource Center Coordinator","Imperial County Office of Education"
"Guidance Technician","Imperial County Office of Education"
"Health Assistant I/II","Imperial County Office of Education"
"Instructional Assistant","Imperial County Office of Education"
"Instructional Assistant - Special Education","Imperial County Office of Education"
"ITP Aide","Imperial County Office of Education"
"Migrant Education Centers Manager ","Imperial County Office of Education"
"Migrant Education Centers Site Supervisor ","Imperial County Office of Education"
"Nurse/School Nurse","Imperial County Office of Education"
"Occupational Therapist","Imperial County Office of Education"
"Office Assistant","Imperial County Office of Education"
