CCODE,JOB_CLASS_ID,JOB_CLASS
CH,21117,Principal - Alternative Schools
CH,21119,Psychologist
CH,,Resource Coordinator
CH,,Resource Specialist Teacher - 9-12
CH,,Resource Specialist Teacher - K-8
CH,,Resource Specialist Teacher 9-12
CH,,Resource Specialist Teacher K-8
CH,21122,School Nurse
CH,21123,School Office Manager
CH,,Sp. Ed. Records Tech
CH,,Special Day Class K-8 Teacher
CH,,Special Day Class Teacher K-8
CH,21126,Speech Therapist
CH,,Speech and Language Pathologist 
CH,,Speech and Language Specialist
CH,,Teacher
CJ,,Administrative Secretary
CJ,,Administrative Secretary (Site MAA Coordinator)
CJ,,Aeries Clerk
CJ,,Aeries Clerk/Clerical Specialist II
CJ,,Assistant Principal
CJ,,Asst. Principal
CJ,,Asstistant Principal
CJ,,Athletic Trainer
CJ,,Career Center Technican
CJ,,Clerical Specialist 1
CJ,,Clerical Specialist II
CJ,,Clerical Specialist III  (MAA Coordinator)
CJ,,Clerk
CJ,,Counselor
CJ,,Counselor 
CJ,,Deputy Superintendent of Alternative Studies
CJ,,Director of Child Welfare and Attendance
CJ,,Director of District Alternative Studies
CJ,,Director of Special Education
CJ,,Guidance Tech
CJ,,Guidance Tech.
CJ,,Guidance Technican
CJ,,Guidance Technician
CJ,,Guidance Technician 
CJ,,Guidance/Aeries Technician
CJ,,Health Services Assistant
CJ,,Health Services Assistant (Site MAA Coordinator)
CJ,,Instructional Assistant
CJ,,Instructional Associate
CJ,,"Language, Speech, and Hearing Specialist"
CJ,,Locker Room Attendant
CJ,,Outreach Consultant
CJ,,Principal
CJ,,Psychologist
CJ,,Records Specialist
CJ,,School Nurse
CJ,,School Psychologist
CJ,,Secretary
CJ,,Secretary 
CJ,,Secretary 3
CJ,,Secretary 3 (Site MAA Coordinator)
CJ,,Secretary II
CJ,,Secretary III
CJ,,Secretary III (AP Secretary)
CJ,,Secretary III (Site MAA Coordinator
CJ,,Secretary III (Site MAA Coordinator)
CJ,,Secretary lll
CJ,,Special Ed Teacher
CJ,,Special Educaiton Teacher
CJ,,Special Education Teacher
CJ,,Superintendent
CJ,,Switchboard Operator (Site MAA Coordinator
CJ,,Teacher
CJ,,secretary/clerical specialist II
CK,,Healthy Start Assistant Coordinator
CK,,Healthy Start Coordinator
CK,,Speech/Language Therapist/MAA coordinator
CK,,Superintendent/Principal
CM,,Middle School Counselor
CN,21853,Elementary School Counselor
CO,,ASSISTANT PRINCIPAL
CO,21371,Assistant Principal
CO,,Assistant Superintendent - Student Ach.
CO,,CATEGORICAL RESOURCE TEACHER
CO,,CATEORICAL RESOURCE TEACHER
CO,,COUNSELOR
CO,,COUNSELOR - HIGH SCHOOL
CO,,COUNSELOR - MIDDLE/JUNIOR HIGH SCHOOL
CO,21373,Categorical Resource Teacher
CO,21374,Clerk Typist II
CO,21376,Counselor - High School
CO,21378,Health Clerk
CO,21379,Principal
CO,,RESOURCE TEACHER
CO,,Resource Teacher
CO,,SCHOOL/COMMUNITY LIAISON
CO,,SLP
CO,21381,School Nurse
CO,21382,School Psychologist
CO,,School Psychologist 
CO,,School nurse
CO,21385,Senior Director of Business Services
CO,,Speech Language Patholgist
CO,,Speech Language Pathologist
CO,21387,Speech-Language Pathologist
CO,,Title 1 Resource Teacher
CU,,Administrator
CU,,Assistant Principal
CU,,Asst. Principal
CU,,Counselor
CU,,Director Pupil Personnel Services
CU,,MS Counselor
CU,,Middle School Principal
CU,,Principal
CU,21929,Psychologist
CU,21930,School Nurse
CU,,Special Education Program Specialist
CU,,
CV,,District Superintendent
CV,,Principal
CV,,Resource Teacher
CV,,Special Day Class Teacher
CV,,Speech Therapist/ MAA Coordinator
CY,, Principal
CY,,ACCOUNTING ANALYST
CY,22095,Administrative Clerk I
CY,,Administrative School Secretary
CY,22097,Administrative Secretary
CY,22099,Administrative Secretary III
CY,22101,Alternative Education Administrator
CY,22104,Assistant Principal
CY,,Assistant Superintendent
CY,22105,Assistant Superintendent of Student Support Services
CY,,"Chair, Health Services"
CY,22108,Child Welfare Specialist
CY,22109,Clinic Assistant
CY,,Counselor 
CY,22116,Dean of Student Support
CY,,Dean of Students
CY,22124,Director of Instruction
CY,22118,"Director, Child Development Programs"
CY,22122,"Director, Special Education"
CY,,Executive Secretary
CY,,HEALTH SERVICES SPECIALIST
CY,,Health  Services Assistant I
CY,,Health Assistant I
CY,,Health Services  Assistant 1
CY,,Health Services Assistant  2
CY,,Health Services Assistant 1
CY,,Health Services Assistant ll
CY,22131,Inclusion Specialist
CY,22138,"Manager, Child Welfare"
CY,22141,Office Coordinator
CY,22142,Outreach Assistant
CY,22145,Outreach Consultant III
CY,22147,Principal
CY,,Psychologist
CY,22151,School Administrative Secretary
CY,22152,School Nurse
CY,,School Nurse Retired
CY,22153,School Psychologist
CY,,Speech Language Pathologist
CY,,Speech and Language Pathologist
CY,,Speech-Language Pathologist
CY,,Speech/Language Pathologist
CY,22161,Teacher and Parent Educator
CY,,"assistant director, child development programs"
CY,,disabilities facilitator
CY,,executive secretary
CY,,inclusion specialist
CY,,mental health facilitator
CY,,office coordinator
CY,,principal
CY,,program specialist
CY,,school nurse
CY,,school psychologist
CY,,speech and language pathologist
CY,,superintendent
DA,21204,Associate Principal
DA,,Attendance Secretary / Health Specialist
DA,,Attendance Secretary/ Health Specialist
DA,,Attendance Secretary/Health Specialist
DA,21206,Clerk II
DA,,Clerk Typist III
DA,,Community Referral Specialist
DA,,Community Referral Specialists
DA,21207,Community Relations Liaison
DA,,Consultant
DA,,Coordinator
DA,,"Coordinator, Pupil Services"
DA,,"Coordinator, Student Family and Community Services"
DA,,Health Attendant
DA,,Instructional Assistant
DA,,LSH
DA,,Language Speech & Hearing Specialist
DA,,Language Speech and Hearing Specialist
DA,21209,"Language, Speech and Hearing Specialist"
DA,,"Language, Speech, Hearing Specialist(LSH)"
DA,,"Language, speech and Hearing Specialist"
DA,,Lanuguage Speech and Hearing Specialist
DA,,OT
DA,,Occupational Therapist
DA,,Principal
DA,,Project Manager
DA,,Project Tech
DA,,Psychologist
DA,,Public Information Clerk II 
DA,,RSP
DA,,Resource Specialist
DA,,SAS/HS
DA,,School Nurse
DA,21216,School Psychologist
DA,21217,School Secretary
DA,,School nurse
DA,,Screener
DA,,Secretary
DA,,Social Worker
DA,,Speech Language Pathologist
DA,,Teacher
DA,,school nurse
DA,,speech-language pathologist
DD,,Administrator
DD,,CLERK I
DD,,CLERK II
DD,,HEALTH CLERK
DD,22635,Health Clerk
DD,,Office Manager 
DD,,PSYCH
DD,,PSYCHOLOGIST
DD,,SECRETARY II
DD,,SLPA
DD,22640,School Nurse
DD,22641,School Psychologist
DD,,Speech Pathology Assistant
DD,22644,Speech-Language Pathologist
DE,,Adapted PE Specialist
DE,,Assistant Principal
DE,,Clerk Aide
DE,22050,"Coordinator, Health Services"
DE,,"Head Start, State Preschool Nurse"
DE,,Health Aide
DE,,High School Counselor
DE,,Middle School Counselor
DE,22052,Outreach Consultant
DE,,"Outreach Consultant, DHS"
DE,22054,Principal
DE,,"Principal, K  6"
DE,,"Principal, K - 6"
DE,,Program Specialist
DE,,Psychologist
DE,,Psychologist/Program Specialist
DE,22056,School Health Aide I
DE,22057,School Health Aide II
DE,22059,Secretary II
DE,,Speech & Language Pathologist
DE,,Speech Therapist
DE,,health claims clerk
DE,,nurse practitioner
DE,,psychologist
DF,,Assistant Principal
DF,,Assistant Principal - El Camino
DF,,Counselor-High School
DF,,Counselor-Middle School
DF,,Counselor-Secondary
DF,,D.I.S. Language/Speech Pathologist
DF,,Elementary Principal
DF,23422,Elementary School Principal
DF,,High School Assistant Principal
DF,,Middle School Principal
DF,,Principal
DF,,Principal-Elementary
DF,23449,School Psychologist
DF,,Speech Pathologist
DF,,Speech-Language Pathologist
DF,23456,Speech/Language Pathologist
DF,,Speech/language Pathologist
DG,,Attendance Liaison
DG,,Classified PS Nurse
DG,,Communication Specialist
DG,,Community Liaison
DG,,Comprehensive Health Services Assistant
DG,,Director of Early Childhod Ed
DG,,Director of Special Services
DG,,Early Childhood Education  Nurse
DG,,Family Service Assistant
DG,,Family Service Specialist
DG,,Family Svc Assistant
DG,,Health Clerk
DG,,Health Clerks
DG,,Leadership Assistant
DG,,Leadership Assistant 
DG,,Leadership Asst.
DG,,Occupational Therapist
DG,,Occupational Therapy
DG,,Office Assistant
DG,,Office Assistant / Nurse
DG,,Office Assistant /Health Clerk
DG,,Office Coordinator
DG,,Office School Assistant
DG,,Physical Therapist
DG,,Preschool Family Service Assistant
DG,,Principal
DG,,Program Secretary
DG,,Psychologist
DG,,RSP
DG,,Resource Specialist
DG,,Schl Readiness Coordinator
DG,,School Nurse
DG,,School Office Assistant
DG,,School Office Assitant
DG,,School Office Asst.
DG,,School Office Coordinator
DG,,School Readiness Coordinator
DG,,Speech & Lang Spec.
DG,,Speech & Language Specialist
DG,,Speech and Language Specialist
DG,,Speech/Language Specialist
DG,,Tchr Resource Specialist
DG,,Tchr. Resource Specialist
DG,,Vice Principal
DG,,office asst.
DG,,program school psychologist
DG,,school office Coordinator
DJ,, Principal
DJ,,Adapted PE Teacher
DJ,22440,Assistant Principal
DJ,22445,Bilingual Office Assistant
DJ,,Bilingual office assistant
DJ,22450,"Coordinator, Early Childhood Education"
DJ,,"Coordinator, Special Education"
DJ,,"Director, Student Services"
DJ,22456,Health Clerk
DJ,22459,Licensed Vocational Nurse
DJ,22467,Principal
DJ,,Psychologist
DJ,,Psychologist-intern
DJ,22469,School Nurse
DJ,22470,School Psychologist
DJ,,School Psychologist 
DJ,,School Psycholoigst
DJ,,School psychologist
DJ,22473,Speech Teacher
DJ,,Speech-Language Pathologist
DJ,,Speech-language Pathologist
DJ,,Speech/Language Pathlogist
DJ,,Speech/Language Pathologist
DJ,,Sub Clerical - Office Asst.
DJ,,"Teacher, Early Intervention (Early Start/DHH Teacher)-ECE"
DJ,,health clark
DJ,,health clerk
DJ,,principal
DJ,,school Nurse
DJ,,school nurse
DJ,,school psychologist
DJ,,speech teacher 
DK,, School Psychologist
DK,, vocational counselor
DK,,Assisant Principal Jr/Sr High School
DK,,Assistant  Principal
DK,,Assistant Principal
DK,,Asst Principal
DK,,Cluster Nurse Special Youth Services
DK,,Health Service Tech I
DK,,Health Service Technician I
DK,,Health Services Coordinator/MAA Coordinator
DK,,Health Services Tech 1
DK,,Health Services Tech I 
DK,,Health Services Tech. 1
DK,,Health Services Tech. II
DK,,Health Services Technician 1
DK,21308,Health Services Technician I
DK,,Health Technician
DK,,Health services Tech I
DK,,Principal Jr and Sr High School
DK,21315,Psychologist
DK,,School Psychologist
DK,,School Secretary Bilingual
DK,,Speech  Language Specialist
DK,,Speech  Specialist
DK,21321,Speech Specialist
DK,,Speech Therapist
DK,,Speech specialist
DK,,Speech-Language Pathologist
DK,,Speech-Language Specialist
DK,,assistant prncipal
DK,,cluster nurse special youth services
DK,,health Technician I
DK,,health services technician I
DK,,health tech I
DK,,psychologist
DK,,speech-language pathologist
DM,, School Community Coordinator
DM,, Substitute Health Assistant
DM,,"Coordinator, Health & Nursing Services"
DM,,Coordinator-Special Education
DM,,Director Special Education
DM,21283,Health Assistant
DM,,"Instructional Specialist, DHH"
DM,,Intervention Advisor
DM,,Learning Specialist 
DM,,Schoo Community Coordinator
DM,21292,School Community Coordinator
DM,,School Community Coordinator-High
DM,21293,School Nurse
DM,,School Psych.
DM,21294,School Psychologist
DM,,SchoolCommunity Coordiinator
DM,21295,Secondary Teacher
DM,,Speech Language Pathologist
DM,21297,Speech-Language Pathologist
DM,,Speech-Language pathologist
DM,,Speech/Language Pathologist
DM,,audiologist
DM,,health assistant
DM,,school community coordinator 
DM,,school nurse
DM,,school psychologist
DM,,speech language pathologist
DN,,Counselor
DN,,"Director,Special Education"
DN,,Elementary Principal
DN,,Family Liaison
DN,,High School Principal
DN,,High School Vice- Principal
DN,,Middle School Principal
DN,,Principal
DN,,SARB Secretary/MAA Coordinator
DN,,School Psychologist
DN,,School Psychologist Intern
DN,,Special Education Coordinator
DN,,Speech Therapist
DN,,"Speech, Language, and Hearing Therapist"
DN,,Superintendent
DN,,counselor
DQ,, Principal
DQ,23766,Administrative Secretary
DQ,,"Director, Health Services"
DQ,23774,"Director, Psychological Services"
DQ,,Language Speech Specialist
DQ,,Principal
DQ,23780,"Program Specialist, Special Education"
DQ,23782,School Nurse
DQ,,School Nurse 
DQ,23004,School Psychologist
DQ,,Speech/Language Pathologist
DQ,,school nurse
DQ,,school psychologist
DS,24342,Director of Special Services
DS,,Home-School Liaison BL
DS,,Language Speech and Hearing Specialist
DS,24355,"Language, Speech and Hearing Specialist"
DS,,"Language, Speech, and Hearing Specialist"
DS,24363,Psychologist
DS,,School Nurse
DS,,School Psychologist
DS,,School Psychologist 
DS,,"School Psychologist, Intern"
DS,24371,Specialist Teacher (Special Education Day Class) (SDC)
DS,,psychologist
DU,,Assistant Principal
DU,,At Risk Intervention Coordinator
DU,,Attendance Secretary
DU,21984,Behavior Intervention Specialist
DU,21985,Counselor
DU,21986,Director of Health Services
DU,21992,"Language, Speech and Hearing Specialist"
DU,,OFFICE MANAGER
DU,,Office Coordinator
DU,,Office Manager
DU,,Principal
DU,,Principal 
DU,21998,Program Office Manager
DU,,Psychologist
DU,,SLP
DU,22003,School Psychologist
DU,,School Psychologist Intern
DU,22004,School Secretary
DU,,Spch-Lang. Hearing Spec.
DU,,Special Education Director
DU,,"Speech, Language, Hearing Specialist"
DU,,and secretary
DU,,"language, speech and hearing specialist"
DU,,occupational therpaist
DU,,school counselor
DV,, Registered Occupational Therapist
DV,, School Health Assistant
DV,,Administrative Assistant 
DV,,Administrative Assistant I
DV,,After School Team Advisor
DV,,After School Team Leader
DV,22251,Behavior Specialist
DV,,Bilingual Aide - Healthy Start/Family Support Services
DV,,Bilinqual Instructional Aid
DV,,Categorical Program Assistance
DV,,Clerk II
DV,22260,Community Based Facilitator
DV,22264,Counselor
DV,22272,District Department Chairperson
DV,,Health Assist
DV,,Health Assistant
DV,,IASA Instructional Assistant
DV,,Instructional Assistant
DV,,Learning Express Homeless Program
DV,,Nurse
DV,,Occupational  therapist
DV,22278,Occupational Therapist
DV,,Occupational therapist
DV,22279,Principal
DV,,Program Specialist
DV,,Program Specialist 
DV,,Program Specialist - Leaning & Severly Handicapped
DV,,Program Specialist Learning Disabled Severely Handicapped
DV,,Program Specialist Learning Disabled and Severely Handicapped
DV,,Program Specialist Learning and Severely Handicapped
DV,,Psych 
DV,22282,Psychologist
DV,,STARS Team Advisor
DV,,STARS Team Leader
DV,,School Counselor
DV,,School Health Asisstant
DV,22285,School Health Assistant
DV,,School Health Assistant/School Clerk
DV,22286,School Health Clerk
DV,22287,School Nurse
DV,,School Psych
DV,,School Psychologist
DV,,School nurse
DV,,Special Program Manager
DV,21544,Special Project Coordinator
DV,,Speech  Pathologist
DV,,Speech Patholgist
DV,,Speech Pathologist
DV,,Speech/Lang Pathologist
DV,,Speech/Language  Pathologist
DV,,Speech/Language Pathologist
DV,,Student Support Services
DV,,Teacher
DV,,Teacher 
DV,,bilingual instructional assistant
DV,,principal
DV,,school nurse
DV,,school psychologist
DZ,,Assistant Superintendent
DZ,,Braille Transcriber Translator
DZ,,Building Counselor
DZ,,Child Development Site Supervisor
DZ,,Child Development Teacher
DZ,,Community Assistant - Bilingual
DZ,23830,Community Assistant - Bilingual (Spanish)
DZ,,Community Assistant -Bilingual (Spanish)
DZ,,Community Assistant- Bilingual (Spanish)
DZ,23831,Community Liaison
DZ,,Community Liaison - Bilingual (Cantonese)
DZ,,Community Liaison - Bilingual (Spanish)
DZ,,Community Liaison -Bilingual
DZ,,Community Liaison -Bilingual (Cantonese)
DZ,,Community Liaison -Bilingual (Mandarin)
DZ,,Community Liaison -Bilingual (Spanish)
DZ,,Continuation High School Principal
DZ,,Director Curr/Special Projects & Gift
DZ,,Director of Pupil Services
DZ,23836,"Director, Adult Education & Career Preparation "
DZ,23838,"Director, Special Education"
DZ,,Early Childhood Development Teacher
DZ,23839,Elementary Learning Director
DZ,,Elementary Principal
DZ,,Grant Program Coordinator Health Related Services
DZ,,Grant Programs Coord.- Health Related Svcs. 
DZ,23844,Guidance Assistant
DZ,,Guidance Assistant -Bilingual (Spanish)
DZ,23846,Guidance Technician II
DZ,23847,Health Assistant
DZ,23848,Health Assistant - Bilingual (Spanish)
DZ,,Health Assistant -Bilingual (Spanish)
DZ,,Health Assistant- Bilingual (Spanish)
DZ,,Health Services Specialist
DZ,,High School Principal
DZ,,High School Principal Secretary -Bilingual (Spanish)
DZ,,High School Teacher
DZ,,High School Vice Principal
DZ,23850,Instructional Assistant I
DZ,,Intermediate Principal 
DZ,,Learning Director - Secondary
DZ,,Learning Director -Secondary
DZ,,Nurse
DZ,23853,Office Assistant
DZ,,Office Assistant - Bilingual (Spanish)
DZ,,Office Assistant -Bilingual (Spanish)
DZ,,Office Assistant -Bilingual Biliterate (Spanish)
DZ,,Office Assistant -Bilingual/Biliterate (Spanish)
DZ,,Office Assistant Bilingual/Biliterate (Mandarin)
DZ,23855,Program Specialist
DZ,,School Office Manager
DZ,,School Office Manager -Bilingual (Spanish)
DZ,23860,School Psychologist
DZ,23861,Secretary
DZ,,Secretary - Bilingual (Spanish)
DZ,,Secretary -Bilingual (Spanish)
DZ,,Senior Office Assistant -Bilingual (Spanish)
DZ,,Special Ed Teacher - Itinerant Visually Impaired
DZ,,Special Ed Teacher -Itinerant Visually Impaired
DZ,,Special Ed Teacher -Resource Specialist
DZ,,Specialist English/Language Arts
DZ,,Speech & Language Pathologist
DZ,,Speech Language Pathologist
DZ,,Speech and Language Pathologist
DZ,,Speech and Language Specialist
DZ,,Sr. Office Assistant
DZ,,Substitute Teacher
DZ,,Teacher
DZ,,Translator Bilingual (Korean)
DZ,,Translator Bilingual (Mandarin)
DZ,,Translator Bilingual (Spanish)
DZ,,community Liaison -Billingual
DZ,,health assistant
EA,,Assistant Principal-Middle School
EA,,Assistant Principal-MiddleSchool
EA,,Behaviorist
EA,,Community Technician/Bilingual
EA,,Coordinator-Special Education
EA,,Counselor
EA,,Counselor K - 12
EA,,Counselor K--12
EA,,Counselor K-12
EA,,Counselor K-12 
EA,,Counselor k-12
EA,,Director Special Education
EA,21959,District Translator
EA,21960,Health Services Technician
EA,,K-12 Counselor
EA,21962,Licensed Vocational Nurse/Special Education
EA,21963,Occupational Therapist
EA,,Occupational Therapist 
EA,21966,Office Specialist Bilingual
EA,,Office Technician
EA,,Office Technician Bilingual
EA,,Principal
EA,,Principal-Continuation High School 
EA,,Principal-Elementary
EA,,Principal-Elementary 
EA,,Principal-Middle School
EA,,Program Specialist
EA,,Program Specialist-Special Education
EA,,Program Specialist-Special Education(SD)
EA,21977,Psychologist
EA,,Rsource Specialist
EA,21979,School Nurse
EA,21980,Special Day Teacher
EA,21982,Speech Therapist
EA,,counselor k-12
EA,,school nurse
EA,,speech pathologist
EA,,speech therapist
EB,,Assistant Superintendent/Educational Support Services
EB,,Healthy Start Family Advocate
EB,,Healthy Start Health Technician II
EB,,Healthy Start Project Director/MAA Coordinator
EB,,Healthy Start Site Supervisor
EB,,"Secretary I, Healthy Start Program"
ED,,Attendance Health Clerk
ED,,Health Clerk 
ED,23673,Health Clerk - Secondary
ED,,"Health Clerk, Secondary "
ED,,Health Clerk-Secondary
ED,,Health Clerk/Secondary
ED,23675,School Nurse
ED,,Staff/Health Clerk  Elementary
ED,,Staff/Health Clerk -  Elementary
ED,23678,Staff/Health Clerk - Elementary
ED,,Staff/Health Clerk Elementary
ED,,Staff/Health Clerk-Elementary
EE,22347,Community Services Facilitator
EE,22350,"Coordinator, Student Interventions"
EE,22351,Counselor
EE,22352,"Director, Special Education"
EE,22354,District Nurse
EE,,Health Tech
EE,22358,Health Technician
EE,22362,Nurse
EE,22363,Nurse Facilitator
EE,22367,Office Assistant II
EE,,Paraprofessional -Special Education
EE,22370,Probation/Truancy Officer
EE,22371,Program Specialist
EE,22373,Psychologist
EE,,School Psychologist
EE,22375,Speech Language Pathologist
EE,,Speech Language Pathologist 
EE,,Speech-Language Pathologist
EE,22376,Teacher
EE,,autism specialist
EE,,counselor
EE,,healthy start coordinator
EE,,occupational therapist
EF,, Clerk III
EF,, Instructional Aide Severely Handicapped
EF,, Special Ed Teacher
EF,,ASSISTANT PRINCIPAL
EF,,Administrative Assistant II
EF,,Administrator Secretary
EF,,Administrator Secretary II
EF,,Administrator Secretary III
EF,21709,Assistant Principal
EF,21712,Attendance Clerk
EF,,Attendance Clerk 
EF,,Attendance Clerk II
EF,,CIA
EF,,CLERK III
EF,,Certified Occupational Therapist Assistant
EF,,Child Welfare & Attendance Specialist
EF,,Classroom Instructional Aide
EF,,Classroom Instructional Aide 
EF,21715,Clerk III
EF,,Clerk lll
EF,,Counselor
EF,,Counselor Secondary School
EF,,Director Pupil Services
EF,,Director of Special Education
EF,21723,District Community Liaison
EF,,District Nurse
EF,21724,District School Nurse
EF,,District School nurse
EF,,Educational Interpreter Aid
EF,,Educational Interpreter Aide 
EF,21728,English Learner Parent Liaison
EF,,HEALTH INSTRUCTIONAL AIDE
EF,,HEALTH TECHNICIAN I
EF,,Health Instructioal Aide/LVN
EF,21729,Health Instructional Aide
EF,,Health Instructional Aide Severely Handicapped
EF,,Health Services Technician 1
EF,,Health Services Technician 1 
EF,21730,Health Services Technician I
EF,,Health Services Technician I 
EF,,Health Technician I
EF,,IASH
EF,,Instrucional Aide Severely Handicapped
EF,,Instruction Aide
EF,,Instructiona Aide Severely Handicapped
EF,,Instructional Aide
EF,,Instructional Aide 
EF,,Instructional Aide (Classroom)
EF,,Instructional Aide (Severely Handicapped)
EF,21735,Instructional Aide - Severely Handicapped
EF,,Instructional Aide -Classroom
EF,,Instructional Aide Classroom Aide
EF,,Instructional Aide Severely Handicap
EF,,Instructional Aide Severely Handicappe
EF,,Instructional Aide Severely Handicapped
EF,,Instructional Aide Severely Handicapped 
EF,,Instructional Aide Severely Handicapped 1.1 paraeducator
EF,,Instructional Aide Severly Handicapped
EF,,Instructional Aide Severly Handicapped 
EF,,Instructional Aide Special Ed
EF,,Instructional Aide-Classroom
EF,,Instructional Aide-Severely Handicapped
EF,,Instructional Aide-Severely Handicapped 
EF,,Instructional AideSeverely Handicapped
EF,,Instructional Assistant
EF,,Instuctional Aide Severely Handicapped
EF,,Interpreter/Translator
EF,,Library Media Technician III
EF,,OFFICE MANAGER
EF,,Occupational Therapist
EF,,Office Manager
EF,21745,Principal
EF,,Program Specialist
EF,,Psychologist
EF,,Psychologist Coordinator
EF,,RSP TEACHER
EF,,RSP Teacher
EF,,RSP/SDC teacher
EF,,Resource Specialist
EF,,Resource Teacher
EF,,SCHOOL OFFICE MANAGER
EF,,SDC Teacher
EF,21751,SDC/Resource Teacher
EF,,SDC/Resource Teacher 
EF,,SECRETARY I
EF,,SECRETARY II
EF,,School Clerk III
EF,,School Nurse
EF,21749,School Office Manager
EF,21750,School Psychologist
EF,,Sdc/Resource Teacher
EF,,Secondary Counselor
EF,21752,Secondary School Counselor
EF,,Secretary
EF,21754,Secretary II
EF,,Secretary II/MAA Program Coordinator
EF,,Severely Handicapped Instructional Aide
EF,,Severely Handicapped Instructional Aide 
EF,,Sp Ed Teacher
EF,,Special Ed Coordinator
EF,,Special Ed Teacher
EF,,Special Ed Teacher 
EF,,Special Ed Teacher Teacher
EF,,Special Ed teacher
EF,,Special Ed. Teacher
EF,21762,Special Education Teacher
EF,,Special Education Teacher 
EF,,Special Education Teacher - basic skills
EF,,Special Education Teacher - basic skills fundamentals
EF,21764,Speech Therapist
EF,,Speech-Language Pathologist
EF,21765,Student Welfare and Attendance Specialist
EF,,TRANSLATOR/INTERPRETER
EF,,Teacher
EF,,Teacher Resource Specialist
EF,,Teacher Severely Handicapped
EF,,Teacher Special Education
EF,,Teacher/RSP 
EF,21767,Translator/Interpreter
EF,,Translator/Interpretor 
EF,,counselor
EF,,instructional Aide (Classroom)
EF,,instructional aide
EF,,instructional aide severely handicapped
EF,,instructional aide severely handicapped 
EF,,instructional assistant
EF,,occupational therapist
EF,,office manager
EF,,psychologist
EF,,school psychologist
EF,,secondary counselor
EF,,secretary II
EF,,special ed teacher
EF,,special education teacher
EF,,speech therapist
EH,, Principal-Elementary
EH,21223,Assistant Principal
EH,,Assistant Principal-Middle School
EH,21229,Clerical Assistant
EH,,Community Liaison 
EH,,Community Liasion Specialist
EH,,Community liaison specialist
EH,,Deaf/Hard of Hearing Specialist
EH,,Dean - Middle School
EH,,Dean of studnets
EH,21237,Director - Schools
EH,,Early Intervention Program Coordinator
EH,,Elementary Principal
EH,,Elementary School Principal
EH,21242,Guidance Administrator
EH,,Health Record Clerk
EH,21243,Health Records Clerk
EH,,Interim Coordinator
EH,,Job Developer
EH,,Middle School-Principal
EH,,Nurse
EH,,Principal
EH,,Principal - Elementary
EH,,Principal High School
EH,,"Principal, High School"
EH,,Principal-Elementary School
EH,,Principal-High School
EH,,Program Specialist
EH,21253,Psychologist
EH,,School Counselor
EH,21254,School Nurse
EH,,School Psychologist
EH,,Secondary Principal's Apprentice/Assistant Principal
EH,21255,Secondary School Counselor
EH,21256,Secondary School Dean
EH,,Secretary
EH,21257,Secretary II
EH,,Secretary III
EH,,Speech & Language
EH,,Speech & Language Specialist
EH,,Speech Language Pathologist
EH,,"Supervisor, Special Education"
EH,,Supervisor-Special ED
EH,21265,Teacher
EH,,Teacher - Special Ed
EH,,Teacher-Program Specialist
EH,,Teacher/coordinator Teen Parent Program
EH,,Visually Handicapped Specialist
EH,,principal-elementary
EH,,school nurse
EH,,secondary school counselor
EH,,secretary 3
EH,,speech and language
EI,, School Principal
EI,, school psychologist
EI,22306,Administrative Assistant - Educational Services
EI,22307,Administrator for Resource Development
EI,22317,Early Childhood Inclusion Practitioner I
EI,22318,Educational Specialist for the Orthopedically Handicapped
EI,22319,Inclusion Specialist
EI,,Learning Director-High School
EI,,Progam Specialist
EI,,Resouce Specialist - Learning Handicapped
EI,22332,Resource Specialist - Learning Handicapped
EI,,Resource Specialist Learning Handicapped
EI,,Resource Specialist-  Learning Handicap
EI,,Resource Specialist-Learning Handicap
EI,,Resource Specialist-Learning Handicapped
EI,22333,School Nurse
EI,,School Office / Health Aide II
EI,,School Office /Health Aide II
EI,,School Office Health Aide II
EI,22336,School Office/Health Aide II
EI,,School Office/Health aide II
EI,22337,School Principal
EI,22338,School Psychologist
EI,22340,School Social Worker
EI,,School office/ health aide II
EI,,Schooloffice/ health aide II
EI,,Speech  and Language Specialist
EI,22342,Speech and Language Specialist
EI,22343,Superintendent
EI,,clinical nurse specialist/practitioner
EI,,education specialist for orthopedically handicapped
EI,,physical therapist
EI,,program specialist
EI,,resource specialist learning handicapped
EI,,resource specialist- learning handicapped
EI,,resource specialist-learning handicapped
EI,,school Principal
EI,,school nurse
EI,,school principal
EI,,school social worker
EI,,speech & language specialist
EN,,Assistant Principal
EN,,Child Welfare & Attendance Coordinator
EN,21340,Continuation School Assistant Principal
EN,,Coordinator Welfare & Attendance Coordinator
EN,,District Psychologist
EN,21348,Health Aide
EN,,High School  Counselor
EN,21350,High School Assistant Principal
EN,21351,High School Counselor
EN,21354,Middle School Assistant Principal
EN,,Middle School Assistant Principal 
EN,21355,Middle School Counselor
EN,,Nurse
EN,21357,Outreach Coordinator
EN,,Pincipal K - 12
EN,,Principal
EN,,Principal High School Continuation & Alternative Programs
EN,,Principal K - 12
EN,,Principal K -12
EN,,Prinicpal K - 12 
EN,,SEARCH & Guidance Program Coordinator
EN,,School Nurse
EN,,Special Ed SDC Teacher
EN,21366,Special Education Coordinator
EN,,Special Education DIS Career/Transition Teacher
EN,,Special Education DIS Career/Transition Teacher 
EN,,Special Education DIS Teacher
EN,,Special Education DIS Teacher 
